Time,Displacement,Force,Strain,Stress,TKS
1419.09,1.45119,2731.2644,0.42833,261.24001,1.92881
1419.11,1.46788,2827.60913,0.43326,270.45521,1.91212
1419.13,1.48456,2927.39185,0.43818,279.99923,1.89544
1419.15,1.50119,3030.83765,0.44309,289.8936,1.87881
1419.17,1.51781,3138.06396,0.448,300.14959,1.86219
1419.19,1.5345,3249.74927,0.45292,310.83205,1.8455
1419.21,1.55112,3365.22388,0.45783,321.87697,1.82888
1419.23,1.56775,3484.95776,0.46274,333.32929,1.81225
1419.25,1.58431,3608.96069,0.46762,345.18993,1.79569
1419.27,1.60094,3737.80029,0.47253,357.51319,1.77906
1419.29,1.61762,3871.97388,0.47746,370.34661,1.76238
1419.31,1.63425,4011.56348,0.48236,383.69808,1.74575
1419.33,1.65088,4156.36865,0.48727,397.54841,1.72912
1419.35,1.66769,4306.80713,0.49223,411.93756,1.71231
1419.37,1.68438,4464.11816,0.49716,426.98404,1.69562
1419.39,1.70106,4628.02979,0.50208,442.66185,1.67894
1419.41,1.71775,4798.72412,0.50701,458.98843,1.66225
1419.43,1.73438,4976.08594,0.51192,475.95274,1.64562
1419.45,1.751,5160.59766,0.51682,493.60093,1.629
1419.47,1.76763,5352.35205,0.52173,511.94185,1.61237
1419.49,1.78419,5551.93066,0.52662,531.03113,1.59581
1419.51,1.80081,5759.85547,0.53153,550.91876,1.57919
1419.53,1.81744,5977.39014,0.53643,571.72549,1.56256
1419.55,1.83413,6204.30713,0.54136,593.42968,1.54587
1419.57,1.85081,6441.16943,0.54628,616.08505,1.52919
1419.59,1.8675,6688.47119,0.55121,639.73898,1.5125
1419.61,1.88413,6946.83203,0.55612,664.45071,1.49587
1419.63,1.90075,7215.50146,0.56102,690.14841,1.47925
1419.65,1.91744,7495.42725,0.56595,716.92276,1.46256
1419.67,1.93413,7787.64404,0.57088,744.87269,1.44587
1419.69,1.95075,8092.87354,0.57578,774.06728,1.42925
1419.71,1.9675,8411.80176,0.58073,804.57217,1.4125
1419.73,1.98419,8745.26758,0.58565,836.4675,1.39581
1419.75,2.00081,9093.32324,0.59056,869.75831,1.37919
1419.77,2.01744,9455.24414,0.59547,904.37531,1.36256
1419.79,2.03406,9832.6582,0.60037,940.47427,1.34594
1419.81,2.05069,10225.98926,0.60528,978.09559,1.32931
1419.83,2.06731,10636.39844,0.61019,1017.35044,1.31269
1419.85,2.08387,11063.73438,0.61508,1058.2242,1.29613
1419.87,2.1005,11508.59082,0.61998,1100.77381,1.2795
1419.89,2.11712,11971.91113,0.62489,1145.08951,1.26288
1419.91,2.13375,12453.95117,0.6298,1191.19573,1.24625
1419.916,2.13869,12602.14551,0.63125,1205.37019,1.24131
1419.918,2.14038,12651.91016,0.63175,1210.1301,1.23962
1419.938,2.157,13160.49805,0.63666,1258.77547,1.223
1419.958,2.1735,13688.07422,0.64153,1309.23712,1.2065
1419.978,2.19013,14234.26074,0.64644,1361.47881,1.18987
1419.992,2.20181,14628.10156,0.64989,1399.14894,1.17819
1420.012,2.21163,15196.22363,0.65278,1453.48859,1.16837
1420.032,2.20375,15565.41895,0.65046,1488.80148,1.17625
1420.052,2.18281,15330.22266,0.64428,1466.30538,1.19719
1420.072,2.15619,14398.56934,0.63642,1377.19452,1.22381
1420.092,2.1305,13108.39355,0.62884,1253.79181,1.2495
1420.112,2.10838,11862.7002,0.62231,1134.64367,1.27162
1420.132,2.08938,10863.14746,0.6167,1039.03854,1.29062
1420.152,2.07188,10106.79297,0.61153,966.69471,1.30812
1420.172,2.05463,9502.74121,0.60644,908.91832,1.32537
1420.192,2.03719,8970.33691,0.6013,857.99491,1.34281
1420.212,2.01956,8470.36133,0.59609,810.17327,1.36044
1420.232,2.00194,7994.47754,0.59089,764.65589,1.37806
1420.252,1.98456,7547.96289,0.58576,721.94767,1.39544
1420.272,1.96731,7134.24512,0.58067,682.37638,1.41269
1420.292,1.95025,6752.21533,0.57563,645.836,1.42975
1420.312,1.93325,6399.15771,0.57062,612.06675,1.44675
1420.332,1.91625,6070.86816,0.5656,580.66648,1.46375
1420.352,1.89931,5764.73486,0.5606,551.38546,1.48069
1420.372,1.8825,5478.28516,0.55564,523.98711,1.4975
1420.392,1.86569,5210.15332,0.55068,498.34082,1.51431
1420.412,1.849,4959.44238,0.54575,474.36082,1.531
1420.432,1.83219,4723.92529,0.54079,451.83408,1.54781
1420.452,1.81544,4501.99219,0.53584,430.6066,1.56456
1420.472,1.79869,4292.55322,0.5309,410.5742,1.58131
1420.492,1.78194,4095.1145,0.52596,391.68957,1.59806
1420.512,1.76525,3908.99487,0.52103,373.8876,1.61475
1420.532,1.74856,3733.57349,0.5161,357.10889,1.63144
1420.552,1.73187,3568.2124,0.51118,341.29244,1.64813
1420.572,1.71519,3412.31226,0.50625,326.38091,1.66481
1420.592,1.6985,3264.50024,0.50133,312.24295,1.6815
1420.612,1.68175,3124.30786,0.49638,298.83385,1.69825
1420.632,1.66506,2990.99487,0.49146,286.08271,1.71494
1420.652,1.64831,2864.04639,0.48651,273.94035,1.73169
1420.672,1.63156,2743.98242,0.48157,262.45648,1.74844
1420.692,1.61488,2630.01611,0.47665,251.55583,1.76512
1420.712,1.59825,2521.56812,0.47174,241.18298,1.78175
1420.732,1.58163,2418.51978,0.46683,231.32661,1.79837
1420.752,1.56494,2320.22778,0.46191,221.92518,1.81506
1420.772,1.54825,2226.6106,0.45698,212.97088,1.83175
1420.792,1.53163,2137.15137,0.45207,204.41429,1.84837
1420.812,1.51488,2051.8916,0.44713,196.25936,1.86512
1420.832,1.49819,1970.15027,0.4422,188.44096,1.88181
1420.852,1.48156,1892.02966,0.4373,180.96888,1.89844
1420.872,1.46494,1817.62561,0.43239,173.85228,1.91506
1420.892,1.44831,1746.78491,0.42748,167.07651,1.93169
1420.912,1.43156,1678.68604,0.42254,160.56299,1.94844
1420.932,1.41488,1612.90002,0.41761,154.27069,1.96512
1420.952,1.39819,1549.6687,0.41269,148.22273,1.98181
1420.972,1.3815,1489.15845,0.40776,142.43504,1.9985
1420.992,1.36481,1430.99316,0.40284,136.87165,2.01519
1421.012,1.34813,1375.01587,0.39791,131.51754,2.03187
1421.032,1.33144,1321.26404,0.39299,126.37629,2.04856
1421.052,1.31475,1269.49109,0.38806,121.4243,2.06525
1421.072,1.29813,1219.49414,0.38315,116.64219,2.08187
1421.092,1.28144,1171.7428,0.37823,112.07487,2.09856
1421.112,1.26475,1125.67773,0.3733,107.66884,2.11525
1421.132,1.24812,1080.62952,0.3684,103.36007,2.13188
1421.152,1.2315,1037.27661,0.36349,99.21345,2.1485
1421.172,1.21487,995.78088,0.35858,95.24447,2.16513
1421.192,1.19825,956.0271,0.35367,91.44209,2.18175
1421.212,1.1815,917.09949,0.34873,87.71875,2.1985
1421.232,1.16481,879.1037,0.34381,84.08453,2.21519
1421.252,1.14813,841.97803,0.33888,80.53353,2.23187
1421.272,1.13144,806.22101,0.33395,77.11344,2.24856
1421.292,1.11469,771.65936,0.32901,73.80769,2.26531
1421.312,1.09812,737.96875,0.32412,70.58524,2.28188
1421.332,1.08144,705.23914,0.3192,67.45473,2.29856
1421.352,1.06475,673.39709,0.31427,64.40909,2.31525
1421.372,1.04813,642.45306,0.30936,61.44936,2.33187
1421.392,1.03144,611.90894,0.30444,58.52788,2.34856
1421.412,1.01481,582.20154,0.29953,55.68642,2.36519
1421.432,0.99819,553.31177,0.29462,52.92317,2.38181
1421.452,0.9815,525.31433,0.2897,50.24527,2.3985
1421.472,0.96481,497.84143,0.28477,47.61754,2.41519
1421.492,0.94813,470.90924,0.27985,45.04154,2.43187
1421.512,0.93144,444.56921,0.27492,42.52216,2.44856
1421.532,0.91481,418.55905,0.27002,40.03434,2.46519
1421.552,0.89806,393.05942,0.26507,37.59535,2.48194
1421.572,0.88138,368.20676,0.26015,35.21825,2.49862
1421.592,0.86469,343.54123,0.25522,32.85904,2.51531
1421.612,0.848,319.0715,0.2503,30.51856,2.532
1421.632,0.83138,295.2692,0.24539,28.24191,2.54862
1421.652,0.81469,271.862,0.24046,26.00306,2.56531
1421.672,0.798,249.01945,0.23554,23.81822,2.582
1421.692,0.78131,226.73315,0.23061,21.68658,2.59869
1421.712,0.76469,204.53831,0.2257,19.56368,2.61531
1421.732,0.748,183.20706,0.22078,17.52339,2.632
1421.752,0.73131,162.61121,0.21585,15.55344,2.64869
1421.772,0.71469,142.83743,0.21095,13.66212,2.66531
1421.792,0.698,124.15173,0.20602,11.87487,2.682
1421.812,0.68138,106.66093,0.20111,10.20191,2.69862
1421.832,0.66475,90.22716,0.19621,8.63005,2.71525
1421.852,0.64812,75.22278,0.1913,7.19491,2.73188
1421.866,0.6365,65.1282,0.18787,6.22938,2.7435
1421.868,0.63481,63.72219,0.18737,6.0949,2.74519
1421.888,0.61825,50.55933,0.18248,4.8359,2.76175
1421.908,0.60156,38.6403,0.17756,3.69587,2.77844
1421.928,0.58481,27.93867,0.17261,2.67228,2.79519
1421.944,0.57144,20.26621,0.16867,1.93842,2.80856
1421.964,0.5615,12.58108,0.16573,1.20336,2.8185
1421.984,0.56931,10.0981,0.16804,0.96586,2.81069
1422.004,0.59069,18.33854,0.17435,1.75404,2.78931
1422.024,0.61813,41.86328,0.18245,4.00414,2.76187
1422.044,0.64463,79.69519,0.19027,7.62269,2.73537
1422.064,0.66731,125.65407,0.19696,12.01856,2.71269
1422.084,0.68656,171.57964,0.20265,16.41125,2.69344
1422.104,0.704,214.02391,0.20779,20.47096,2.676
1422.124,0.72113,253.00395,0.21285,24.19933,2.65887
1422.144,0.73844,291.30493,0.21796,27.86274,2.64156
1422.164,0.75606,331.12878,0.22316,31.67181,2.62394
1422.184,0.77369,372.80222,0.22836,35.65779,2.60631
1422.204,0.79106,416.05545,0.23349,39.79488,2.58894
1422.224,0.80825,460.39322,0.23856,44.0357,2.57175
1422.244,0.82519,504.69037,0.24356,48.27263,2.55481
1422.264,0.842,548.90161,0.24852,52.50135,2.538
1422.284,0.85881,593.49542,0.25349,56.76666,2.52119
1422.304,0.87562,638.29382,0.25845,61.05154,2.50438
1422.324,0.89244,682.95001,0.26341,65.32282,2.48756
1422.344,0.90925,728.17456,0.26837,69.64845,2.47075
1422.364,0.926,773.80658,0.27332,74.01306,2.454
1422.384,0.94275,819.33185,0.27826,78.36746,2.43725
1422.404,0.95944,865.6001,0.28319,82.79293,2.42056
1422.424,0.97613,911.90955,0.28811,87.22234,2.40387
1422.444,0.99281,958.75098,0.29304,91.70263,2.38719
1422.464,1.00944,1005.91083,0.29794,96.21337,2.37056
1422.484,1.02613,1053.39758,0.30287,100.75539,2.35387
1422.504,1.04281,1102.17346,0.3078,105.4207,2.33719
1422.524,1.0595,1151.42334,0.31272,110.13136,2.3205
1422.544,1.07619,1201.55676,0.31765,114.92652,2.30381
1422.564,1.09288,1252.38293,0.32257,119.78794,2.28712
1422.584,1.1095,1304.41248,0.32748,124.76446,2.2705
1422.604,1.12619,1357.31665,0.3324,129.82464,2.25381
1422.624,1.14281,1411.25342,0.33731,134.98358,2.23719
1422.644,1.15956,1466.55066,0.34226,140.27266,2.22044
1422.664,1.17619,1523.37842,0.34716,145.70813,2.20381
1422.684,1.19288,1581.52771,0.35209,151.26999,2.18712
1422.704,1.20956,1640.93823,0.35701,156.95249,2.17044
1422.724,1.22619,1701.72473,0.36192,162.76659,2.15381
1422.744,1.24287,1764.30945,0.36685,168.7527,2.13713
1422.764,1.2595,1828.70068,0.37175,174.91159,2.1205
1422.784,1.27613,1894.98743,0.37666,181.25178,2.10387
1422.804,1.29275,1963.28821,0.38157,187.78463,2.08725
1422.824,1.30944,2033.49463,0.38649,194.49973,2.07056
1422.844,1.32606,2105.87524,0.3914,201.42278,2.05394
1422.864,1.34281,2180.61816,0.39634,208.57181,2.03719
1422.884,1.3595,2258.11816,0.40127,215.98452,2.0205
1422.904,1.37612,2338.20654,0.40618,223.64481,2.00388
1422.924,1.39281,2420.75684,0.4111,231.54059,1.98719
1422.944,1.40944,2506.14429,0.41601,239.70772,1.97056
1422.964,1.42619,2594.29321,0.42095,248.13899,1.95381
1422.984,1.44288,2685.81299,0.42588,256.89268,1.93712
1423.004,1.45956,2780.5647,0.4308,265.95551,1.92044
1423.024,1.47625,2878.49243,0.43573,275.32208,1.90375
1423.044,1.49294,2980.02832,0.44065,285.03379,1.88706
1423.064,1.5095,3085.34619,0.44554,295.10725,1.8705
1423.084,1.52619,3194.45874,0.45047,305.54363,1.85381
1423.104,1.54281,3307.71289,0.45538,316.37618,1.83719
1423.124,1.55944,3425.18457,0.46028,327.6121,1.82056
1423.144,1.57613,3546.76611,0.46521,339.24115,1.80387
1423.164,1.59269,3673.15259,0.4701,351.32974,1.78731
1423.184,1.60938,3804.68286,0.47502,363.91038,1.77062
1423.204,1.626,3941.49609,0.47993,376.99628,1.754
1423.224,1.64262,4083.8103,0.48484,390.60834,1.73738
1423.244,1.65925,4230.95361,0.48974,404.68231,1.72075
1423.264,1.676,4383.8916,0.49469,419.31054,1.704
1423.284,1.69263,4543.48682,0.49959,434.5755,1.68737
1423.304,1.70938,4710.18164,0.50454,450.51953,1.67062
1423.324,1.72606,4884.11426,0.50946,467.15584,1.65394
1423.344,1.74269,5065.01611,0.51437,484.45874,1.63731
1423.364,1.75931,5252.87744,0.51928,502.42728,1.62069
1423.384,1.77588,5448.31494,0.52417,521.12049,1.60412
1423.404,1.7925,5651.89697,0.52907,540.59273,1.5875
1423.424,1.80913,5864.2417,0.53398,560.90307,1.57087
1423.444,1.82581,6086.31104,0.53891,582.14355,1.55419
1423.464,1.8425,6317.8501,0.54383,604.28983,1.5375
1423.484,1.85913,6559.52002,0.54874,627.40505,1.52087
1423.504,1.87581,6811.54443,0.55366,651.51072,1.50419
1423.524,1.89244,7074.40674,0.55857,676.65297,1.48756
1423.544,1.90906,7348.41357,0.56348,702.86119,1.47094
1423.564,1.92575,7633.98779,0.5684,730.17579,1.45425
1423.584,1.94238,7931.91504,0.57331,758.67194,1.43762
1423.604,1.95906,8243.06934,0.57824,788.43319,1.42094
1423.624,1.97581,8568.5498,0.58318,819.56476,1.40419
1423.644,1.9925,8909.22949,0.58811,852.15014,1.3875
1423.664,2.00913,9263.89746,0.59301,886.07341,1.37087
1423.684,2.02575,9633.21094,0.59792,921.39751,1.35425
1423.704,2.04238,10018.14453,0.60283,958.21565,1.33762
1423.724,2.059,10419.13477,0.60773,996.56957,1.321
1423.744,2.07556,10837.55469,0.61262,1036.59058,1.30444
1423.764,2.09219,11272.8418,0.61753,1078.2249,1.28781
1423.784,2.10888,11726.19336,0.62245,1121.58716,1.27112
1423.804,2.12544,12198.26074,0.62734,1166.73946,1.25456
1423.82,2.13869,12588.83887,0.63125,1204.09751,1.24131
1423.822,2.14038,12638.54688,0.63175,1208.85193,1.23962
1423.842,2.15706,13147.06836,0.63668,1257.49099,1.22294
1423.862,2.17363,13675.6748,0.64157,1308.05111,1.20637
1423.882,2.19013,14221.74316,0.64644,1360.28147,1.18987
1423.89,2.19675,14444.73828,0.64839,1381.61051,1.18325
1423.91,2.20656,15004.66504,0.65129,1435.16648,1.17344
1423.93,2.19875,15368.97559,0.64898,1470.01207,1.18125
1423.95,2.17775,15136.98438,0.64278,1447.82257,1.20225
1423.97,2.15119,14215.20605,0.63494,1359.65621,1.22881
1423.99,2.1255,12937.00195,0.62736,1237.39851,1.2545
1424.01,2.10331,11703.375,0.62081,1119.40455,1.27669
1424.03,2.08431,10714.65527,0.6152,1024.83547,1.29569
1424.05,2.06688,9967.71484,0.61006,953.39215,1.31312
1424.07,2.04962,9372.51465,0.60497,896.46244,1.33038
1424.09,2.03219,8848.34961,0.59982,846.32707,1.34781
1424.11,2.01456,8356.06348,0.59462,799.24089,1.36544
1424.13,1.99694,7886.87891,0.58941,754.36431,1.38306
1424.15,1.9795,7445.85693,0.58427,712.18145,1.4005
1424.17,1.96225,7037.16797,0.57918,673.09117,1.41775
1424.19,1.94512,6660.24902,0.57412,637.0396,1.43488
1424.21,1.92819,6311.9126,0.56912,603.72192,1.45181
1424.23,1.91125,5989.01904,0.56412,572.83777,1.46875
1424.25,1.89438,5688.4458,0.55914,544.08854,1.48562
1424.27,1.8775,5406.96387,0.55416,517.16536,1.5025
1424.29,1.86075,5142.73779,0.54922,491.89267,1.51925
1424.31,1.844,4895.2251,0.54427,468.21856,1.536
1424.33,1.82719,4662.78857,0.53931,445.98648,1.55281
1424.35,1.81044,4443.7959,0.53437,425.04025,1.56956
1424.37,1.79369,4237.8208,0.52942,405.33915,1.58631
1424.39,1.777,4043.67676,0.5245,386.76965,1.603
1424.41,1.76031,3860.62671,0.51957,369.26129,1.61969
1424.43,1.74363,3688.03076,0.51465,352.75283,1.63637
1424.45,1.72694,3525.29541,0.50972,337.1875,1.65306
1424.47,1.71019,3371.21118,0.50478,322.44965,1.66981
1424.49,1.69344,3224.88696,0.49983,308.45404,1.68656
1424.51,1.67675,3086.37329,0.49491,295.20547,1.70325
1424.53,1.66,2954.75952,0.48996,282.61688,1.72
1424.55,1.64331,2829.90649,0.48504,270.67494,1.73669
1424.57,1.62656,2711.51392,0.4801,259.35093,1.75344
1424.59,1.60987,2598.86841,0.47517,248.57661,1.77013
1424.61,1.59331,2491.93652,0.47028,238.34878,1.78669
1424.63,1.57662,2390.25098,0.46536,228.62276,1.80338
1424.65,1.55994,2293.22095,0.46043,219.34204,1.82006
1424.67,1.54325,2200.85669,0.4555,210.50757,1.83675
1424.69,1.52656,2112.63281,0.45058,202.06913,1.85344
1424.71,1.50988,2028.20715,0.44565,193.99399,1.87012
1424.73,1.49325,1947.81555,0.44075,186.30469,1.88675
1424.75,1.47662,1871.25598,0.43584,178.98192,1.90338
1424.77,1.45994,1798.00708,0.43091,171.97581,1.92006
1424.79,1.44319,1727.38586,0.42597,165.22104,1.93681
1424.81,1.42656,1659.46875,0.42106,158.72489,1.95344
1424.83,1.40988,1594.69324,0.41614,152.52924,1.97012
1424.85,1.39312,1532.52295,0.41119,146.58278,1.98688
1424.87,1.3765,1472.88904,0.40629,140.87892,2.0035
1424.89,1.35981,1415.38855,0.40136,135.37911,2.02019
1424.91,1.34312,1359.97498,0.39644,130.07891,2.03688
1424.93,1.32644,1306.90686,0.39151,125.00305,2.05356
1424.95,1.30981,1255.72681,0.3866,120.10778,2.07019
1424.97,1.29313,1206.40686,0.38168,115.39042,2.08687
1424.99,1.27644,1158.84705,0.37675,110.84142,2.10356
1425.01,1.25981,1113.12964,0.37185,106.46864,2.12019
1425.03,1.24319,1068.8988,0.36694,102.23805,2.13681
1425.05,1.22656,1026.24963,0.36203,98.15874,2.15344
1425.07,1.20988,985.03699,0.35711,94.21683,2.17012
1425.09,1.19319,945.04852,0.35218,90.39202,2.18681
1425.11,1.1765,906.20679,0.34726,86.67688,2.2035
1425.13,1.15975,868.43726,0.34231,83.0643,2.22025
1425.15,1.14306,831.93408,0.33739,79.57284,2.23694
1425.17,1.12644,796.86761,0.33248,76.21881,2.25356
1425.19,1.10975,762.63892,0.32755,72.9449,2.27025
1425.21,1.09312,729.1084,0.32265,69.73777,2.28688
1425.23,1.07644,696.27356,0.31772,66.59719,2.30356
1425.25,1.05981,664.74591,0.31281,63.58163,2.32019
1425.27,1.04313,634.15259,0.30789,60.65544,2.33687
1425.29,1.02644,604.25714,0.30296,57.796,2.35356
1425.31,1.00981,574.62469,0.29806,54.96171,2.37019
1425.33,0.99313,545.96094,0.29313,52.22008,2.38687
1425.35,0.9765,518.42957,0.28822,49.58676,2.4035
1425.37,0.95987,491.14774,0.28332,46.97731,2.42013
1425.39,0.94313,464.34085,0.27837,44.41328,2.43687
1425.41,0.92644,438.09622,0.27345,41.90303,2.45356
1425.43,0.90975,412.30035,0.26852,39.43571,2.47025
1425.45,0.89306,386.86884,0.2636,37.00324,2.48694
1425.47,0.87644,362.04437,0.25869,34.62883,2.50356
1425.49,0.85975,337.71844,0.25376,32.3021,2.52025
1425.51,0.84306,313.54593,0.24884,29.99005,2.53694
1425.53,0.82631,289.85379,0.24389,27.72394,2.55369
1425.55,0.80969,266.81015,0.23899,25.51986,2.57031
1425.57,0.793,244.00803,0.23406,23.33888,2.587
1425.59,0.77631,221.68256,0.22914,21.2035,2.60369
1425.61,0.75969,200.06285,0.22423,19.13561,2.62031
1425.63,0.74306,179.0204,0.21932,17.12295,2.63694
1425.65,0.72638,158.75662,0.2144,15.18476,2.65362
1425.67,0.70969,139.80571,0.20947,13.37214,2.67031
1425.69,0.69306,121.44361,0.20456,11.61584,2.68694
1425.71,0.67644,104.14163,0.19966,9.96094,2.70356
1425.73,0.65975,87.96926,0.19473,8.41409,2.72025
1425.75,0.64313,73.0676,0.18982,6.98877,2.73687
1425.758,0.6365,67.5124,0.18787,6.45743,2.7435
1425.76,0.63481,66.17512,0.18737,6.32952,2.74519
1425.78,0.61825,52.89975,0.18248,5.05976,2.76175
1425.8,0.60156,40.91734,0.17756,3.91366,2.77844
1425.808,0.59488,36.56878,0.17558,3.49773,2.78512
1425.828,0.58487,26.68707,0.17263,2.55256,2.79513
1425.848,0.59263,22.34768,0.17492,2.13751,2.78737
1425.868,0.614,31.93872,0.18123,3.05487,2.766
1425.888,0.64138,59.70451,0.18931,5.71062,2.73862
1425.908,0.66794,103.7554,0.19715,9.924,2.71206
1425.928,0.69063,155.39342,0.20384,14.86307,2.68937
1425.948,0.70988,205.63416,0.20953,19.6685,2.67012
1425.968,0.72738,251.33856,0.21469,24.04003,2.65262
1425.988,0.7445,293.03763,0.21975,28.02847,2.6355
1426.008,0.76181,333.82309,0.22486,31.92952,2.61819
1426.028,0.77944,375.83841,0.23006,35.9482,2.60056
1426.048,0.79706,419.44586,0.23526,40.11916,2.58294
1426.068,0.81437,464.55777,0.24037,44.43403,2.56563
1426.088,0.8315,509.79858,0.24543,48.76122,2.5485
1426.108,0.84844,554.9303,0.25042,53.07798,2.53156
1426.128,0.86531,599.97064,0.25541,57.386,2.51469
1426.148,0.88213,644.88251,0.26037,61.68173,2.49787
1426.168,0.89894,690.23486,0.26533,66.01959,2.48106
1426.188,0.91581,735.93219,0.27031,70.39046,2.46419
1426.208,0.93263,781.61176,0.27527,74.75961,2.44737
1426.228,0.94938,827.80261,0.28022,79.17768,2.43062
1426.248,0.96606,874.72192,0.28514,83.66542,2.41394
1426.268,0.98275,921.40594,0.29007,88.13065,2.39725
1426.288,0.99944,968.16858,0.29499,92.6034,2.38056
1426.308,1.01606,1015.52167,0.2999,97.13263,2.36394
1426.328,1.03275,1063.9845,0.30483,101.768,2.34725
1426.348,1.04944,1112.90686,0.30975,106.44733,2.33056
1426.368,1.06619,1162.55566,0.3147,111.19615,2.31381
1426.388,1.08288,1213.21655,0.31962,116.04176,2.29712
1426.408,1.0995,1264.48425,0.32453,120.94541,2.2805
1426.428,1.11619,1316.94165,0.32945,125.96285,2.26381
1426.448,1.13281,1370.40723,0.33436,131.07674,2.24719
1426.468,1.14944,1424.58569,0.33927,136.2588,2.23056
1426.488,1.16619,1480.20911,0.34421,141.57906,2.21381
1426.508,1.18288,1537.67151,0.34914,147.07522,2.19712
1426.528,1.1995,1596.19934,0.35404,152.6733,2.1805
1426.548,1.21619,1656.2218,0.35897,158.41433,2.16381
1426.568,1.23287,1717.29163,0.36389,164.25553,2.14713
1426.588,1.2495,1780.3103,0.3688,170.28315,2.1305
1426.608,1.26619,1845.64783,0.37373,176.53255,2.11381
1426.628,1.28281,1912.65125,0.37863,182.9413,2.09719
1426.648,1.29944,1981.67993,0.38354,189.54375,2.08056
1426.668,1.31606,2052.47339,0.38845,196.31501,2.06394
1426.688,1.33275,2125.53198,0.39337,203.30292,2.04725
1426.708,1.3495,2201.20923,0.39832,210.54129,2.0305
1426.728,1.36619,2279.81201,0.40324,218.0595,2.01381
1426.748,1.38281,2360.95703,0.40815,225.82085,1.99719
1426.768,1.3995,2444.36401,0.41308,233.79856,1.9805
1426.788,1.41613,2530.80469,0.41798,242.06644,1.96387
1426.808,1.43281,2619.93823,0.42291,250.5919,1.94719
1426.828,1.4495,2712.33325,0.42783,259.42931,1.9305
1426.848,1.46625,2808.13843,0.43278,268.59286,1.91375
1426.868,1.48294,2907.64038,0.4377,278.11003,1.89706
1426.888,1.49956,3010.68359,0.44261,287.96592,1.88044
1426.908,1.51619,3117.22656,0.44752,298.15653,1.86381
1426.928,1.53281,3227.90894,0.45242,308.74309,1.84719
1426.948,1.5495,3342.51709,0.45735,319.70513,1.8305
1426.968,1.56606,3461.33374,0.46224,331.06971,1.81394
1426.988,1.58269,3584.70874,0.46715,342.87027,1.79731
1427.008,1.59931,3712.84521,0.47205,355.12626,1.78069
1427.028,1.616,3845.87378,0.47698,367.85018,1.764
1427.048,1.63262,3984.57471,0.48188,381.11666,1.74738
1427.068,1.64925,4128.44629,0.48679,394.8777,1.73075
1427.088,1.66594,4277.62402,0.49172,409.14625,1.71406
1427.108,1.68263,4433.62207,0.49664,424.06714,1.69737
1427.128,1.69938,4596.37988,0.50159,439.63462,1.68062
1427.148,1.71606,4765.69629,0.50651,455.82938,1.66394
1427.168,1.73275,4941.90479,0.51144,472.68337,1.64725
1427.188,1.74937,5125.30566,0.51634,490.22532,1.63063
1427.208,1.76594,5316.07812,0.52123,508.47232,1.61406
1427.228,1.78256,5514.5459,0.52614,527.45539,1.59744
1427.248,1.79919,5721.33643,0.53105,547.23448,1.58081
1427.268,1.81581,5936.99854,0.53595,567.86215,1.56419
1427.288,1.8325,6162.21387,0.54088,589.40351,1.5475
1427.308,1.84912,6397.74072,0.54579,611.9312,1.53088
1427.328,1.86581,6643.60352,0.55071,635.4475,1.51419
1427.348,1.8825,6899.74658,0.55564,659.94704,1.4975
1427.368,1.89913,7166.60254,0.56054,685.4713,1.48087
1427.388,1.91581,7445.26074,0.56547,712.12441,1.46419
1427.408,1.93238,7735.53271,0.57036,739.88837,1.44762
1427.428,1.94906,8037.99707,0.57528,768.81844,1.43094
1427.448,1.96575,8354.30762,0.58021,799.07292,1.41425
1427.468,1.98244,8685.5918,0.58514,830.75964,1.39756
1427.488,1.99913,9031.93457,0.59006,863.88659,1.38087
1427.508,2.01575,9392.25,0.59497,898.35006,1.36425
1427.528,2.03238,9767.7832,0.59987,934.26907,1.34762
1427.548,2.049,10159.12402,0.60478,971.70007,1.331
1427.568,2.06562,10567.24023,0.60969,1010.73551,1.31438
1427.588,2.08225,10991.99023,0.6146,1051.36204,1.29775
1427.608,2.09888,11434.30176,0.6195,1093.66822,1.28112
1427.628,2.11544,11894.88281,0.62439,1137.7219,1.26456
1427.648,2.13206,12374.07031,0.6293,1183.55525,1.24794
1427.656,2.13875,12571.03418,0.63127,1202.39449,1.24125
1427.658,2.14038,12620.79004,0.63175,1207.15356,1.23962
1427.678,2.15706,13129.47168,0.63668,1255.80788,1.22294
1427.692,2.16863,13497.90234,0.64009,1291.04757,1.21137
1427.712,2.17844,14029.30957,0.64299,1341.87567,1.20156
1427.732,2.1705,14374.1875,0.64064,1374.86255,1.2095
1427.752,2.14944,14149.97754,0.63443,1353.41728,1.23056
1427.772,2.12281,13269.03516,0.62657,1269.15693,1.25719
1427.792,2.09706,12055.64062,0.61897,1153.09811,1.28294
1427.812,2.07494,10892.70996,0.61244,1041.86606,1.30506
1427.832,2.05594,9966.05371,0.60683,953.23324,1.32406
1427.852,2.03844,9268.86914,0.60166,886.54894,1.34156
1427.872,2.02119,8715.12012,0.59657,833.58395,1.35881
1427.892,2.00375,8227.70996,0.59143,786.96412,1.37625
1427.912,1.98619,7771.03027,0.58624,743.28363,1.39381
1427.932,1.9685,7337.1084,0.58102,701.77984,1.4115
1427.952,1.95106,6928.29785,0.57587,662.67794,1.42894
1427.972,1.93381,6549.92773,0.57078,626.48761,1.44619
1427.992,1.91669,6201.77637,0.56573,593.18763,1.46331
