Time,Displacement,Force,Strain,Stress,TKS
515,0.85838,1839.53162,0.25336,175.94755,2.52162
516,0.85994,1845.0105,0.25382,176.47159,2.52006
517,0.86169,1852.07104,0.25434,177.14693,2.51831
518,0.86338,1858.28564,0.25483,177.74133,2.51662
519,0.86494,1864.05798,0.25529,178.29345,2.51506
520,0.86675,1870.91626,0.25583,178.94943,2.51325
521,0.86831,1876.84375,0.25629,179.51638,2.51169
522,0.87006,1883.53699,0.25681,180.15657,2.50994
523,0.87163,1889.25916,0.25727,180.70389,2.50837
524,0.87338,1896.14673,0.25778,181.36267,2.50662
525,0.87506,1901.8374,0.25828,181.90697,2.50494
526,0.87656,1907.68115,0.25873,182.46591,2.50344
527,0.87844,1914.76135,0.25928,183.14312,2.50156
528,0.87994,1920.35327,0.25972,183.67799,2.50006
529,0.88169,1927.15308,0.26024,184.32836,2.49831
530,0.88325,1932.52673,0.2607,184.84235,2.49675
531,0.88506,1939.38635,0.26123,185.49846,2.49494
532,0.88675,1945.9635,0.26173,186.12754,2.49325
533,0.88825,1951.22095,0.26218,186.63041,2.49175
534,0.89006,1958.73865,0.26271,187.34947,2.48994
535,0.89162,1963.71936,0.26317,187.82586,2.48838
536,0.89338,1970.6814,0.26369,188.49176,2.48662
537,0.89494,1976.55261,0.26415,189.05334,2.48506
538,0.89669,1983.63196,0.26467,189.73047,2.48331
539,0.89837,1989.76318,0.26516,190.3169,2.48163
540,0.89994,1994.77686,0.26562,190.79645,2.48006
541,0.90175,2002.56812,0.26616,191.54167,2.47825
542,0.90331,2007.87061,0.26662,192.04883,2.47669
543,0.90506,2015.17944,0.26714,192.74792,2.47494
544,0.90663,2020.32751,0.2676,193.24031,2.47337
545,0.90838,2027.10791,0.26812,193.88884,2.47162
546,0.91006,2033.77197,0.26861,194.52626,2.46994
547,0.91163,2038.98645,0.26907,195.02501,2.46837
548,0.91344,2046.58618,0.26961,195.75191,2.46656
549,0.915,2052.23291,0.27007,196.292,2.465
550,0.91675,2059.01855,0.27059,196.94103,2.46325
551,0.91825,2063.97534,0.27103,197.41514,2.46175
552,0.92,2070.95923,0.27155,198.08315,2.46
553,0.92175,2077.23462,0.27206,198.68337,2.45825
554,0.92331,2083.0437,0.27252,199.239,2.45669
555,0.925,2089.76611,0.27302,199.88199,2.455
556,0.92669,2096.08105,0.27352,200.48599,2.45331
557,0.92838,2102.97583,0.27402,201.14547,2.45162
558,0.93,2107.99902,0.2745,201.62593,2.45
559,0.93169,2114.65332,0.275,202.26239,2.44831
560,0.93338,2121.30933,0.27549,202.89902,2.44662
561,0.93506,2127.37622,0.27599,203.47932,2.44494
562,0.93663,2133.1062,0.27645,204.02737,2.44337
563,0.93837,2139.67944,0.27697,204.65609,2.44163
564,0.94,2145.38623,0.27745,205.20194,2.44
565,0.94169,2152.36279,0.27795,205.86923,2.43831
566,0.94331,2158.38965,0.27843,206.44568,2.43669
567,0.945,2164.47827,0.27893,207.02805,2.435
568,0.94669,2171.10229,0.27942,207.66163,2.43331
569,0.94825,2176.80078,0.27988,208.20667,2.43175
570,0.95006,2184.40527,0.28042,208.93402,2.42994
571,0.95162,2189.43311,0.28088,209.41493,2.42838
572,0.95338,2196.5376,0.2814,210.09447,2.42662
573,0.95494,2202.07739,0.28186,210.62434,2.42506
574,0.95662,2208.30225,0.28236,211.21973,2.42338
575,0.95838,2215.47681,0.28287,211.90596,2.42162
576,0.95994,2220.84155,0.28333,212.41909,2.42006
577,0.96175,2227.94116,0.28387,213.09815,2.41825
578,0.96325,2233.2417,0.28431,213.60514,2.41675
579,0.96506,2240.34229,0.28485,214.28429,2.41494
580,0.96662,2246.09277,0.28531,214.83432,2.41338
581,0.96831,2252.56689,0.28581,215.45355,2.41169
582,0.97006,2259.74268,0.28632,216.1399,2.40994
583,0.97156,2264.5874,0.28677,216.60329,2.40844
584,0.97344,2272.42993,0.28732,217.35342,2.40656
585,0.97494,2277.57666,0.28776,217.84569,2.40506
586,0.97675,2284.83594,0.2883,218.54003,2.40325
587,0.97825,2289.85889,0.28874,219.02046,2.40175
588,0.98,2296.55835,0.28926,219.66125,2.4
589,0.98175,2303.4187,0.28977,220.31742,2.39825
590,0.98325,2308.29932,0.29022,220.78425,2.39675
591,0.98506,2316.79907,0.29075,221.59724,2.39494
592,0.98663,2321.77441,0.29121,222.07311,2.39337
593,0.98838,2328.97876,0.29173,222.7622,2.39162
594,0.98994,2333.85645,0.29219,223.22874,2.39006
595,0.99163,2340.93213,0.29269,223.90552,2.38837
596,0.99338,2347.98853,0.2932,224.58044,2.38662
597,0.99494,2353.44409,0.29367,225.10226,2.38506
598,0.99675,2361.12231,0.2942,225.83666,2.38325
599,0.99831,2366.28418,0.29466,226.33038,2.38169
600,1.00006,2373.41431,0.29518,227.01237,2.37994
601,1.00163,2378.61938,0.29564,227.51023,2.37837
602,1.00331,2385.39673,0.29614,228.15846,2.37669
603,1.00506,2392.22729,0.29665,228.81179,2.37494
604,1.00669,2398.04248,0.29713,229.368,2.37331
605,1.00831,2404.44214,0.29761,229.98011,2.37169
606,1.01006,2410.96704,0.29813,230.60422,2.36994
607,1.01175,2417.61621,0.29863,231.2402,2.36825
608,1.01331,2423.29663,0.29909,231.78351,2.36669
609,1.01494,2429.53491,0.29957,232.3802,2.36506
610,1.01662,2436.11206,0.30007,233.00928,2.36338
611,1.01838,2442.5813,0.30058,233.62805,2.36162
612,1.01994,2448.64111,0.30104,234.20766,2.36006
613,1.02175,2455.4021,0.30158,234.85434,2.35825
614,1.02331,2461.75464,0.30204,235.46195,2.35669
615,1.02506,2468.32446,0.30256,236.09033,2.35494
616,1.02663,2474.37573,0.30302,236.66912,2.35337
617,1.02831,2481.15796,0.30352,237.31783,2.35169
618,1.03006,2487.3313,0.30403,237.9083,2.34994
619,1.03163,2493.13916,0.30449,238.46382,2.34837
620,1.03338,2500.9104,0.30501,239.20712,2.34662
621,1.03494,2505.96924,0.30547,239.69099,2.34506
622,1.03669,2513.38696,0.30599,240.40048,2.34331
623,1.03825,2518.61841,0.30645,240.90086,2.34175
624,1.04006,2525.9502,0.30698,241.60212,2.33994
625,1.04175,2532.25098,0.30748,242.20479,2.33825
626,1.04325,2537.83643,0.30793,242.73902,2.33675
627,1.04506,2545.57178,0.30846,243.47889,2.33494
628,1.04663,2551.1709,0.30892,244.01443,2.33337
629,1.04837,2558.34302,0.30944,244.70043,2.33163
630,1.04994,2563.9043,0.3099,245.23236,2.33006
631,1.05169,2571.57935,0.31042,245.96646,2.32831
632,1.05338,2578.0061,0.31091,246.58117,2.32662
633,1.05494,2582.9668,0.31137,247.05565,2.32506
634,1.05675,2590.68311,0.31191,247.7937,2.32325
635,1.05825,2595.67334,0.31235,248.271,2.32175
636,1.06006,2603.35449,0.31289,249.00569,2.31994
637,1.06156,2608.67896,0.31333,249.51497,2.31844
638,1.06331,2615.90869,0.31385,250.20647,2.31669
639,1.06506,2623.21973,0.31436,250.90575,2.31494
640,1.06656,2628.50757,0.31481,251.41153,2.31344
641,1.06844,2636.76709,0.31536,252.20153,2.31156
642,1.06994,2641.33569,0.3158,252.63852,2.31006
643,1.07175,2649.43848,0.31634,253.41353,2.30825
644,1.07325,2654.24365,0.31678,253.87314,2.30675
645,1.075,2661.48047,0.3173,254.56533,2.305
646,1.07675,2668.6748,0.31781,255.25343,2.30325
647,1.07825,2673.70093,0.31826,255.73418,2.30175
648,1.08006,2681.99194,0.31879,256.52722,2.29994
649,1.08162,2687.3252,0.31925,257.03731,2.29838
650,1.08344,2695.48901,0.31979,257.81816,2.29656
651,1.08494,2700.24658,0.32023,258.27321,2.29506
652,1.08669,2707.65112,0.32075,258.98147,2.29331
653,1.08838,2714.57837,0.32124,259.64403,2.29162
654,1.08994,2719.86572,0.32171,260.14975,2.29006
655,1.09169,2727.33276,0.32222,260.86396,2.28831
656,1.09338,2733.79004,0.32272,261.48158,2.28662
657,1.09506,2741.0979,0.32322,262.18057,2.28494
658,1.09662,2746.57886,0.32368,262.70482,2.28338
659,1.09831,2753.39209,0.32418,263.35648,2.28169
660,1.10006,2760.52368,0.32469,264.03862,2.27994
661,1.10169,2767.19727,0.32517,264.67693,2.27831
662,1.10331,2773.35767,0.32565,265.26615,2.27669
663,1.10506,2780.56274,0.32617,265.9553,2.27494
664,1.10663,2786.38281,0.32663,266.51198,2.27337
665,1.10831,2793.53223,0.32713,267.19582,2.27169
666,1.10994,2799.99512,0.32761,267.81398,2.27006
667,1.11175,2807.33545,0.32814,268.51606,2.26825
668,1.11338,2813.66064,0.32862,269.12105,2.26662
669,1.11494,2819.34009,0.32908,269.66429,2.26506
670,1.11675,2827.021,0.32962,270.39894,2.26325
671,1.11831,2833.51318,0.33008,271.01991,2.26169
672,1.12006,2840.43677,0.3306,271.68214,2.25994
673,1.12163,2846.34839,0.33106,272.24758,2.25837
674,1.12338,2854.13623,0.33157,272.99246,2.25662
675,1.12506,2860.48975,0.33207,273.60016,2.25494
676,1.12656,2866.47119,0.33252,274.17228,2.25344
677,1.12844,2875.20166,0.33307,275.00734,2.25156
678,1.12994,2880.4646,0.33351,275.51073,2.25006
679,1.13169,2887.95483,0.33403,276.22715,2.24831
680,1.13325,2893.59326,0.33449,276.76645,2.24675
681,1.135,2901.7688,0.33501,277.54843,2.245
682,1.13675,2908.50854,0.33552,278.19306,2.24325
683,1.13825,2913.83643,0.33597,278.70268,2.24175
684,1.14006,2922.55371,0.3365,279.53646,2.23994
685,1.14163,2927.46216,0.33696,280.00593,2.23837
686,1.14338,2935.5791,0.33748,280.78231,2.23662
687,1.14494,2940.90356,0.33794,281.29157,2.23506
688,1.14669,2949.1189,0.33846,282.07737,2.23331
689,1.14838,2955.89575,0.33895,282.72557,2.23162
690,1.14994,2961.12012,0.33941,283.22527,2.23006
691,1.15175,2970.02686,0.33995,284.07717,2.22825
692,1.15331,2975.04785,0.34041,284.55743,2.22669
693,1.15506,2983.40942,0.34093,285.35718,2.22494
694,1.15663,2988.84521,0.34139,285.87711,2.22337
695,1.15838,2997.19214,0.34191,286.67548,2.22162
696,1.16006,3003.45068,0.3424,287.27409,2.21994
697,1.16162,3009.61133,0.34286,287.86334,2.21838
698,1.16338,3018.16699,0.34338,288.68169,2.21662
699,1.165,3024.25098,0.34386,289.26361,2.215
700,1.16675,3032.02124,0.34438,290.00682,2.21325
701,1.16825,3036.88184,0.34482,290.47173,2.21175
702,1.17,3044.83813,0.34534,291.23273,2.21
703,1.17175,3052.6272,0.34585,291.97773,2.20825
704,1.17331,3059.32202,0.34631,292.61807,2.20669
705,1.17506,3066.52466,0.34683,293.30701,2.20494
706,1.17669,3073.08496,0.34731,293.93446,2.20331
707,1.17838,3080.87671,0.34781,294.67973,2.20162
708,1.18,3087.14795,0.34829,295.27956,2.2
709,1.18163,3094.85645,0.34877,296.01687,2.19837
710,1.18338,3102.23535,0.34928,296.72265,2.19662
711,1.18506,3109.08276,0.34978,297.37759,2.19494
712,1.18663,3115.63208,0.35024,298.00403,2.19337
713,1.18837,3123.26807,0.35076,298.7344,2.19163
714,1.19,3129.97778,0.35124,299.37616,2.19
715,1.19169,3137.27271,0.35174,300.07392,2.18831
716,1.19331,3144.18384,0.35222,300.73494,2.18669
717,1.195,3152.02246,0.35272,301.4847,2.185
718,1.19669,3159.34009,0.35321,302.18461,2.18331
719,1.19825,3165.29785,0.35367,302.75446,2.18175
720,1.20006,3173.87769,0.35421,303.5751,2.17994
721,1.20163,3180.24561,0.35467,304.18417,2.17837
722,1.20337,3187.55029,0.35519,304.88285,2.17663
723,1.20494,3194.27368,0.35565,305.52593,2.17506
724,1.20662,3201.82153,0.35615,306.24786,2.17338
725,1.20837,3209.44238,0.35666,306.9768,2.17163
726,1.20994,3215.75928,0.35712,307.58098,2.17006
727,1.21175,3224.42651,0.35766,308.40999,2.16825
728,1.21325,3230.02002,0.3581,308.945,2.16675
729,1.21506,3238.92676,0.35864,309.79693,2.16494
730,1.21663,3244.76733,0.3591,310.35554,2.16337
731,1.21831,3252.66016,0.3596,311.1105,2.16169
732,1.22006,3261.26147,0.36011,311.93319,2.15994
733,1.22156,3267.04053,0.36056,312.48593,2.15844
734,1.22338,3276.28247,0.36109,313.36993,2.15662
735,1.22494,3282.36548,0.36155,313.95173,2.15506
736,1.22675,3291.10986,0.36209,314.78813,2.15325
737,1.22825,3296.69751,0.36253,315.32258,2.15175
738,1.23,3305.43262,0.36305,316.15806,2.15
739,1.23169,3313.43896,0.36354,316.92386,2.14831
740,1.23325,3319.37109,0.36401,317.49126,2.14675
741,1.23506,3329.15332,0.36454,318.42691,2.14494
742,1.23662,3334.86011,0.365,318.97274,2.14338
743,1.23844,3343.74609,0.36554,319.82267,2.14156
744,1.23994,3349.54077,0.36598,320.37693,2.14006
745,1.24163,3358.11816,0.36648,321.19733,2.13837
746,1.24338,3366.21997,0.36699,321.97225,2.13662
747,1.24494,3372.55566,0.36746,322.57825,2.13506
748,1.24669,3381.54956,0.36797,323.4385,2.13331
749,1.24831,3388.04468,0.36845,324.05975,2.13169
750,1.25006,3397.35571,0.36897,324.95034,2.12994
751,1.25163,3403.42456,0.36943,325.5308,2.12837
752,1.25331,3411.39966,0.36993,326.29362,2.12669
753,1.255,3419.65747,0.37043,327.08344,2.125
754,1.25669,3426.68066,0.37092,327.75521,2.12331
755,1.25831,3435.14014,0.3714,328.56435,2.12169
756,1.26006,3442.66919,0.37192,329.28449,2.11994
757,1.26169,3450.54541,0.3724,330.03783,2.11831
758,1.26338,3458.11816,0.3729,330.76215,2.11662
759,1.265,3465.44678,0.37338,331.4631,2.115
760,1.26669,3473.93823,0.37387,332.2753,2.11331
761,1.26838,3481.58545,0.37437,333.00674,2.11162
762,1.26994,3489.06958,0.37483,333.72259,2.11006
763,1.27175,3498.10229,0.37537,334.58653,2.10825
764,1.27331,3504.63647,0.37583,335.21152,2.10669
765,1.27506,3513.45312,0.37635,336.05483,2.10494
766,1.27663,3520.85156,0.37681,336.76246,2.10337
767,1.27831,3529.44434,0.37731,337.58435,2.10169
768,1.28006,3537.90479,0.37782,338.39357,2.09994
769,1.28163,3544.65161,0.37828,339.03888,2.09837
770,1.28338,3554.396,0.3788,339.97092,2.09662
771,1.28494,3560.96021,0.37926,340.59876,2.09506
772,1.28669,3570.44238,0.37978,341.50574,2.09331
773,1.28831,3577.20898,0.38026,342.15295,2.09169
774,1.29,3586.12573,0.38076,343.00581,2.09
775,1.29175,3594.7644,0.38127,343.83208,2.08825
776,1.29325,3601.09351,0.38171,344.43745,2.08675
777,1.29506,3610.7312,0.38225,345.35927,2.08494
778,1.29663,3617.7251,0.38271,346.02824,2.08337
779,1.29838,3626.78809,0.38323,346.89507,2.08162
780,1.29994,3634.03149,0.38369,347.58791,2.08006
781,1.30163,3643.24609,0.38419,348.46926,2.07837
782,1.30338,3652.09961,0.3847,349.31609,2.07662
783,1.30494,3658.35474,0.38516,349.91437,2.07506
784,1.30675,3669.03247,0.3857,350.93567,2.07325
785,1.30825,3674.96802,0.38614,351.5034,2.07175
786,1.31006,3685.57349,0.38668,352.51778,2.06994
787,1.31162,3692.02563,0.38714,353.13493,2.06838
788,1.31331,3701.16968,0.38764,354.00954,2.06669
789,1.31506,3710.49268,0.38815,354.90125,2.06494
790,1.31656,3717.55615,0.3886,355.57687,2.06344
791,1.31844,3728.66772,0.38915,356.63965,2.06156
792,1.31994,3734.5979,0.38959,357.20688,2.06006
793,1.32175,3745.35474,0.39013,358.23575,2.05825
794,1.32325,3751.11206,0.39057,358.78643,2.05675
795,1.32494,3760.54565,0.39107,359.68873,2.05506
796,1.32675,3770.7146,0.3916,360.66136,2.05325
797,1.32825,3777.67676,0.39205,361.32729,2.05175
798,1.33006,3788.31543,0.39258,362.34486,2.04994
799,1.33162,3795.03662,0.39304,362.98773,2.04838
800,1.33344,3806.22632,0.39358,364.05799,2.04656
801,1.33494,3812.3894,0.39402,364.64748,2.04506
802,1.33663,3821.96533,0.39452,365.56339,2.04337
803,1.33838,3831.89795,0.39503,366.51343,2.04162
804,1.33994,3838.81152,0.3955,367.17471,2.04006
805,1.34169,3848.62573,0.39601,368.1134,2.03831
806,1.34338,3857.20435,0.39651,368.93395,2.03662
807,1.34506,3867.11499,0.39701,369.88187,2.03494
808,1.34663,3874.05225,0.39747,370.54542,2.03337
809,1.34831,3882.92383,0.39797,371.39395,2.03169
810,1.35006,3893.21118,0.39848,372.37793,2.02994
811,1.35169,3901.56616,0.39896,373.17705,2.02831
812,1.35331,3910.25049,0.39944,374.0077,2.02669
813,1.35506,3919.69531,0.39996,374.91107,2.02494
814,1.35662,3928.09839,0.40042,375.71481,2.02338
815,1.35837,3937.61353,0.40094,376.62491,2.02163
816,1.35994,3946.51562,0.4014,377.47639,2.02006
817,1.36175,3956.42993,0.40193,378.42467,2.01825
818,1.36337,3965.33374,0.40241,379.27631,2.01663
819,1.36494,3972.8877,0.40287,379.99883,2.01506
820,1.36675,3983.91748,0.40341,381.05381,2.01325
821,1.36831,3992.02588,0.40387,381.82935,2.01169
822,1.37006,4002.00635,0.40439,382.78398,2.00994
823,1.37163,4010.34131,0.40485,383.58119,2.00837
824,1.37338,4021.16406,0.40536,384.61637,2.00662
825,1.37506,4030.2605,0.40586,385.48642,2.00494
826,1.37656,4038.15552,0.40631,386.24156,2.00344
827,1.37844,4049.94043,0.40686,387.36877,2.00156
828,1.37994,4057.39575,0.4073,388.08185,2.00006
829,1.38169,4067.91797,0.40782,389.08827,1.99831
830,1.38325,4075.47314,0.40828,389.81092,1.99675
831,1.385,4085.91968,0.4088,390.8101,1.995
832,1.38675,4096.50342,0.40931,391.82243,1.99325
833,1.38825,4103.37744,0.40976,392.4799,1.99175
834,1.39006,4115.8335,0.41029,393.6713,1.98994
835,1.39163,4122.68262,0.41075,394.32642,1.98837
836,1.39338,4134.48291,0.41127,395.45509,1.98662
837,1.39494,4142.29004,0.41173,396.20182,1.98506
838,1.39669,4153.48535,0.41225,397.27262,1.98331
839,1.39838,4163.6001,0.41274,398.24009,1.98162
840,1.39994,4170.88721,0.4132,398.93708,1.98006
841,1.40175,4183.28662,0.41374,400.12306,1.97825
842,1.40331,4191.06201,0.4142,400.86678,1.97669
843,1.40506,4202.49756,0.41472,401.96055,1.97494
844,1.40663,4210.19385,0.41518,402.6967,1.97337
845,1.40838,4222.19727,0.4157,403.8448,1.97162
846,1.41006,4231.8252,0.41619,404.7657,1.96994
847,1.41163,4240.12354,0.41665,405.55939,1.96837
848,1.41344,4252.40967,0.41719,406.73456,1.96656
849,1.415,4261.2417,0.41765,407.5793,1.965
850,1.41675,4272.11475,0.41817,408.61928,1.96325
851,1.41825,4279.26318,0.41861,409.30304,1.96175
852,1.42,4290.91309,0.41913,410.41732,1.96
853,1.42175,4302.32178,0.41964,411.50853,1.95825
854,1.42331,4311.4458,0.4201,412.38123,1.95669
855,1.42506,4322.80566,0.42062,413.46779,1.95494
856,1.42669,4332.03174,0.4211,414.35024,1.95331
857,1.42838,4342.20215,0.4216,415.32302,1.95162
858,1.42994,4350.98975,0.42206,416.16353,1.95006
859,1.43163,4362.4917,0.42256,417.26369,1.94837
860,1.43338,4373.24658,0.42307,418.29234,1.94662
861,1.43506,4383.66211,0.42357,419.28858,1.94494
862,1.43663,4392.33496,0.42403,420.11812,1.94337
863,1.43838,4403.96729,0.42455,421.23073,1.94162
864,1.44,4413.95459,0.42503,422.18599,1.94
865,1.44169,4425.01807,0.42553,423.24421,1.93831
866,1.44331,4435.06934,0.42601,424.20557,1.93669
867,1.44506,4446.46973,0.42652,425.29601,1.93494
868,1.44669,4456.94385,0.427,426.29784,1.93331
869,1.44825,4466.3501,0.42746,427.19752,1.93175
870,1.45006,4478.97266,0.428,428.40484,1.92994
871,1.45162,4487.64941,0.42846,429.23477,1.92838
872,1.45338,4499.57568,0.42898,430.37549,1.92662
873,1.45494,4508.90869,0.42944,431.26816,1.92506
874,1.45663,4520.06445,0.42994,432.3352,1.92337
875,1.45837,4531.9502,0.43045,433.47204,1.92163
876,1.45994,4540.72705,0.43091,434.31154,1.92006
877,1.46175,4554.02344,0.43145,435.58329,1.91825
878,1.46325,4562.62695,0.43189,436.40622,1.91675
879,1.46506,4575.03564,0.43243,437.59307,1.91494
880,1.46662,4584.58398,0.43289,438.50636,1.91338
881,1.46831,4596.2373,0.43339,439.62097,1.91169
882,1.47006,4608.17041,0.4339,440.76234,1.90994
883,1.47156,4616.93652,0.43435,441.60083,1.90844
884,1.47337,4630.85205,0.43488,442.9318,1.90663
885,1.47494,4639.05176,0.43534,443.71608,1.90506
886,1.47675,4652.89307,0.43588,445.03999,1.90325
887,1.47825,4661.92188,0.43632,445.90357,1.90175
888,1.48,4674.42871,0.43684,447.09983,1.9
889,1.48175,4686.60254,0.43735,448.26424,1.89825
890,1.48325,4695.46973,0.4378,449.11236,1.89675
891,1.48506,4710.55371,0.43833,450.55512,1.89494
892,1.48662,4719.41211,0.43879,451.4024,1.89338
893,1.48844,4733.36328,0.43933,452.73679,1.89156
894,1.48994,4741.76025,0.43977,453.53997,1.89006
895,1.49162,4754.0752,0.44027,454.71784,1.88838
896,1.49338,4767.59619,0.44078,456.01112,1.88662
897,1.49494,4776.68311,0.44124,456.88027,1.88506
898,1.49675,4790.57568,0.44178,458.20907,1.88325
899,1.49831,4800.69385,0.44224,459.17684,1.88169
900,1.50006,4813.67236,0.44276,460.41819,1.87994
901,1.50163,4822.99902,0.44322,461.3103,1.87837
902,1.50331,4835.86426,0.44372,462.54081,1.87669
903,1.50506,4848.75439,0.44423,463.77373,1.87494
904,1.50669,4859.31055,0.44471,464.7834,1.87331
905,1.50831,4871.42383,0.44519,465.94203,1.87169
906,1.51006,4884.13232,0.44571,467.15757,1.86994
907,1.51169,4895.88232,0.44619,468.28142,1.86831
908,1.51337,4907.58545,0.44669,469.40079,1.86663
909,1.515,4918.86377,0.44717,470.47955,1.865
910,1.51669,4931.875,0.44766,471.72406,1.86331
911,1.51837,4943.80127,0.44816,472.86478,1.86163
912,1.51994,4954.396,0.44862,473.87815,1.86006
913,1.52175,4968.8125,0.44916,475.25707,1.85825
914,1.52331,4980.0415,0.44962,476.33108,1.85669
915,1.52506,4992.61035,0.45014,477.53328,1.85494
916,1.52663,5004.33545,0.4506,478.65474,1.85337
917,1.52837,5018.01514,0.45111,479.96318,1.85163
918,1.53006,5030.27686,0.45161,481.13599,1.84994
919,1.53163,5041.0083,0.45207,482.16245,1.84837
920,1.53344,5055.90234,0.45261,483.58703,1.84656
921,1.53494,5066.22217,0.45305,484.57411,1.84506
922,1.53675,5081.20117,0.45359,486.0068,1.84325
923,1.53825,5092.07568,0.45403,487.04693,1.84175
924,1.54006,5106.0625,0.45456,488.38475,1.83994
925,1.54175,5118.61865,0.45506,489.58573,1.83825
926,1.54325,5128.60059,0.4555,490.54047,1.83675
927,1.54506,5144.8291,0.45604,492.0927,1.83494
928,1.54663,5154.96924,0.4565,493.06259,1.83337
929,1.54838,5169.85938,0.45702,494.48678,1.83162
930,1.54994,5181.47021,0.45748,495.59733,1.83006
931,1.55163,5194.69238,0.45798,496.86202,1.82837
932,1.55338,5209.11963,0.45849,498.24196,1.82662
933,1.55488,5219.55811,0.45894,499.24037,1.82512
934,1.55675,5235.93994,0.45949,500.80729,1.82325
